Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Tipus_Servei,Total
2019,8,Nou Barris,52,la Prosperitat,85,Privat,643
2019,8,Nou Barris,52,la Prosperitat,86,Privat,685
2019,8,Nou Barris,52,la Prosperitat,87,Privat,511
2019,8,Nou Barris,52,la Prosperitat,88,Privat,472
2019,8,Nou Barris,52,la Prosperitat,89,Privat,499
2019,8,Nou Barris,52,la Prosperitat,90,Privat,533
2019,8,Nou Barris,52,la Prosperitat,91,Privat,567
2019,8,Nou Barris,52,la Prosperitat,92,Privat,502
2019,8,Nou Barris,52,la Prosperitat,93,Privat,469
2019,8,Nou Barris,52,la Prosperitat,94,Privat,582
2019,8,Nou Barris,52,la Prosperitat,95,Privat,468
2019,8,Nou Barris,52,la Prosperitat,96,Privat,807
2019,8,Nou Barris,52,la Prosperitat,97,Privat,575
2019,8,Nou Barris,52,la Prosperitat,98,Privat,502
2019,8,Nou Barris,52,la Prosperitat,99,Privat,598
2019,8,Nou Barris,52,la Prosperitat,100,Privat,477
2019,8,Nou Barris,52,la Prosperitat,101,Privat,698
2019,8,Nou Barris,52,la Prosperitat,102,Privat,474
2019,8,Nou Barris,53,la Trinitat Nova,103,Privat,548
2019,8,Nou Barris,53,la Trinitat Nova,104,Privat,406
2019,8,Nou Barris,53,la Trinitat Nova,105,Privat,571
2019,8,Nou Barris,53,la Trinitat Nova,106,Privat,529
2019,8,Nou Barris,53,la Trinitat Nova,107,Privat,762
2019,8,Nou Barris,54,Torre Baró,108,Privat,826
2019,8,Nou Barris,54,Torre Baró,109,Privat,571
2019,8,Nou Barris,55,Ciutat Meridiana,110,Privat,659
2019,8,Nou Barris,55,Ciutat Meridiana,111,Privat,527
2019,8,Nou Barris,55,Ciutat Meridiana,112,Privat,569
2019,8,Nou Barris,55,Ciutat Meridiana,113,Privat,547
2019,8,Nou Barris,55,Ciutat Meridiana,114,Privat,752
2019,8,Nou Barris,55,Ciutat Meridiana,115,Privat,562
2019,8,Nou Barris,56,Vallbona,116,Privat,702
2019,8,Nou Barris,48,la Guineueta,215,Privat,582
2019,9,Sant Andreu,57,la Trinitat Vella,1,Privat,943
2019,9,Sant Andreu,57,la Trinitat Vella,2,Privat,832
2019,9,Sant Andreu,57,la Trinitat Vella,3,Privat,832
2019,9,Sant Andreu,57,la Trinitat Vella,4,Privat,684
2019,9,Sant Andreu,57,la Trinitat Vella,5,Privat,692
2019,9,Sant Andreu,58,Baró de Viver,6,Privat,497
2019,9,Sant Andreu,58,Baró de Viver,7,Privat,584
2019,9,Sant Andreu,59,el Bon Pastor,8,Privat,993
2019,9,Sant Andreu,59,el Bon Pastor,9,Privat,1582
2019,9,Sant Andreu,59,el Bon Pastor,10,Privat,853
2019,9,Sant Andreu,59,el Bon Pastor,11,Privat,728
2019,9,Sant Andreu,59,el Bon Pastor,13,Privat,751
2019,9,Sant Andreu,59,el Bon Pastor,14,Privat,669
2019,9,Sant Andreu,59,el Bon Pastor,15,Privat,1911
2019,9,Sant Andreu,60,Sant Andreu,16,Privat,702
2019,9,Sant Andreu,60,Sant Andreu,17,Privat,665
2019,9,Sant Andreu,60,Sant Andreu,18,Privat,689
2019,9,Sant Andreu,60,Sant Andreu,19,Privat,1356
2019,9,Sant Andreu,60,Sant Andreu,20,Privat,522
2019,9,Sant Andreu,60,Sant Andreu,21,Privat,752
2019,9,Sant Andreu,60,Sant Andreu,22,Privat,535
2019,9,Sant Andreu,60,Sant Andreu,23,Privat,601
2019,9,Sant Andreu,60,Sant Andreu,24,Privat,501
2019,9,Sant Andreu,60,Sant Andreu,25,Privat,591
2019,9,Sant Andreu,60,Sant Andreu,26,Privat,718
2019,9,Sant Andreu,60,Sant Andreu,27,Privat,725
2019,9,Sant Andreu,60,Sant Andreu,28,Privat,785
2019,9,Sant Andreu,60,Sant Andreu,29,Privat,505
2019,9,Sant Andreu,60,Sant Andreu,30,Privat,712
2019,9,Sant Andreu,60,Sant Andreu,31,Privat,543
2019,9,Sant Andreu,60,Sant Andreu,32,Privat,734
2019,9,Sant Andreu,60,Sant Andreu,33,Privat,1497
2019,9,Sant Andreu,60,Sant Andreu,34,Privat,686
2019,9,Sant Andreu,60,Sant Andreu,35,Privat,738
2019,9,Sant Andreu,60,Sant Andreu,36,Privat,635
2019,9,Sant Andreu,60,Sant Andreu,37,Privat,594
2019,9,Sant Andreu,60,Sant Andreu,38,Privat,766
2019,9,Sant Andreu,60,Sant Andreu,39,Privat,732
2019,9,Sant Andreu,60,Sant Andreu,40,Privat,695
2019,9,Sant Andreu,60,Sant Andreu,41,Privat,658
2019,9,Sant Andreu,60,Sant Andreu,42,Privat,623
2019,9,Sant Andreu,60,Sant Andreu,43,Privat,610
2019,9,Sant Andreu,60,Sant Andreu,44,Privat,706
2019,9,Sant Andreu,60,Sant Andreu,45,Privat,626
2019,9,Sant Andreu,60,Sant Andreu,46,Privat,635
2019,9,Sant Andreu,60,Sant Andreu,47,Privat,694
2019,9,Sant Andreu,60,Sant Andreu,48,Privat,598
2019,9,Sant Andreu,60,Sant Andreu,49,Privat,560
2019,9,Sant Andreu,60,Sant Andreu,50,Privat,691
2019,9,Sant Andreu,60,Sant Andreu,51,Privat,592
2019,9,Sant Andreu,60,Sant Andreu,52,Privat,502
2019,9,Sant Andreu,60,Sant Andreu,53,Privat,712
2019,9,Sant Andreu,60,Sant Andreu,54,Privat,438
2019,9,Sant Andreu,61,la Sagrera,55,Privat,847
2019,9,Sant Andreu,61,la Sagrera,56,Privat,555
2019,9,Sant Andreu,61,la Sagrera,57,Privat,670
2019,9,Sant Andreu,61,la Sagrera,58,Privat,597
2019,9,Sant Andreu,61,la Sagrera,59,Privat,538
2019,9,Sant Andreu,61,la Sagrera,60,Privat,560
2019,9,Sant Andreu,61,la Sagrera,61,Privat,763
2019,9,Sant Andreu,61,la Sagrera,62,Privat,476
2019,9,Sant Andreu,61,la Sagrera,63,Privat,574
2019,9,Sant Andreu,61,la Sagrera,64,Privat,614
2019,9,Sant Andreu,61,la Sagrera,65,Privat,907
2019,9,Sant Andreu,61,la Sagrera,66,Privat,712
2019,9,Sant Andreu,61,la Sagrera,67,Privat,501
2019,9,Sant Andreu,61,la Sagrera,68,Privat,676
2019,9,Sant Andreu,61,la Sagrera,69,Privat,353
2019,9,Sant Andreu,61,la Sagrera,70,Privat,619
2019,9,Sant Andreu,61,la Sagrera,71,Privat,761
2019,9,Sant Andreu,61,la Sagrera,72,Privat,529
2019,9,Sant Andreu,61,la Sagrera,73,Privat,670
2019,9,Sant Andreu,62,el Congrés i els Indians,74,Privat,629
2019,9,Sant Andreu,62,el Congrés i els Indians,75,Privat,561
2019,9,Sant Andreu,62,el Congrés i els Indians,76,Privat,553
2019,9,Sant Andreu,62,el Congrés i els Indians,77,Privat,590
2019,9,Sant Andreu,62,el Congrés i els Indians,78,Privat,655
2019,9,Sant Andreu,62,el Congrés i els Indians,79,Privat,671
2019,9,Sant Andreu,62,el Congrés i els Indians,80,Privat,579
2019,9,Sant Andreu,62,el Congrés i els Indians,81,Privat,734
2019,9,Sant Andreu,62,el Congrés i els Indians,82,Privat,855
2019,9,Sant Andreu,63,Navas,83,Privat,722
2019,9,Sant Andreu,63,Navas,84,Privat,808
2019,9,Sant Andreu,63,Navas,85,Privat,820
2019,9,Sant Andreu,63,Navas,86,Privat,633
2019,9,Sant Andreu,63,Navas,87,Privat,595
2019,9,Sant Andreu,63,Navas,88,Privat,708
2019,9,Sant Andreu,63,Navas,89,Privat,594
2019,9,Sant Andreu,63,Navas,90,Privat,738
2019,9,Sant Andreu,63,Navas,91,Privat,821
2019,9,Sant Andreu,63,Navas,92,Privat,945
2019,9,Sant Andreu,63,Navas,93,Privat,679
2019,9,Sant Andreu,63,Navas,94,Privat,935
2019,9,Sant Andreu,63,Navas,95,Privat,895
2019,9,Sant Andreu,61,la Sagrera,156,Privat,606
2019,10,Sant Martí,64,Camp de l'Arpa del Clot,1,Privat,660
2019,10,Sant Martí,64,Camp de l'Arpa del Clot,2,Privat,814
2019,10,Sant Martí,64,Camp de l'Arpa del Clot,3,Privat,642
2019,10,Sant Martí,64,Camp de l'Arpa del Clot,4,Privat,696
2019,10,Sant Martí,64,Camp de l'Arpa del Clot,5,Privat,878
2019,10,Sant Martí,64,Camp de l'Arpa del Clot,6,Privat,780
2019,10,Sant Martí,64,Camp de l'Arpa del Clot,7,Privat,752
2019,10,Sant Martí,64,Camp de l'Arpa del Clot,8,Privat,692
2019,10,Sant Martí,64,Camp de l'Arpa del Clot,9,Privat,625
2019,10,Sant Martí,64,Camp de l'Arpa del Clot,10,Privat,771
2019,10,Sant Martí,64,Camp de l'Arpa del Clot,11,Privat,549
2019,10,Sant Martí,64,Camp de l'Arpa del Clot,12,Privat,839
2019,10,Sant Martí,64,Camp de l'Arpa del Clot,13,Privat,619
2019,10,Sant Martí,64,Camp de l'Arpa del Clot,14,Privat,628
2019,10,Sant Martí,64,Camp de l'Arpa del Clot,15,Privat,847
2019,10,Sant Martí,64,Camp de l'Arpa del Clot,16,Privat,569
2019,10,Sant Martí,64,Camp de l'Arpa del Clot,17,Privat,712
2019,10,Sant Martí,64,Camp de l'Arpa del Clot,18,Privat,563
2019,10,Sant Martí,64,Camp de l'Arpa del Clot,19,Privat,672
2019,10,Sant Martí,64,Camp de l'Arpa del Clot,20,Privat,550
2019,10,Sant Martí,64,Camp de l'Arpa del Clot,21,Privat,574
2019,10,Sant Martí,64,Camp de l'Arpa del Clot,22,Privat,597
2019,10,Sant Martí,64,Camp de l'Arpa del Clot,23,Privat,603
2019,10,Sant Martí,64,Camp de l'Arpa del Clot,24,Privat,628
2019,10,Sant Martí,64,Camp de l'Arpa del Clot,25,Privat,530
2019,10,Sant Martí,65,el Clot,26,Privat,689
2019,10,Sant Martí,65,el Clot,27,Privat,668
2019,10,Sant Martí,65,el Clot,28,Privat,797
2019,10,Sant Martí,65,el Clot,29,Privat,612
2019,10,Sant Martí,65,el Clot,30,Privat,817
2019,10,Sant Martí,65,el Clot,31,Privat,664
2019,10,Sant Martí,65,el Clot,32,Privat,734
2019,10,Sant Martí,65,el Clot,33,Privat,439
2019,10,Sant Martí,65,el Clot,34,Privat,796
2019,10,Sant Martí,65,el Clot,35,Privat,940
2019,10,Sant Martí,65,el Clot,36,Privat,685
2019,10,Sant Martí,65,el Clot,37,Privat,356
2019,10,Sant Martí,65,el Clot,38,Privat,740
2019,10,Sant Martí,65,el Clot,39,Privat,692
2019,10,Sant Martí,65,el Clot,40,Privat,722
2019,10,Sant Martí,65,el Clot,41,Privat,746
2019,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,42,Privat,1479
2019,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,43,Privat,1615
2019,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,44,Privat,726
2019,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,45,Privat,592
2019,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,46,Privat,618
2019,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,47,Privat,768
2019,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,48,Privat,759
2019,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,49,Privat,590
2019,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,50,Privat,835
2019,10,Sant Martí,67,la Vila Olímpica del Poblenou,51,Privat,757
2019,10,Sant Martí,67,la Vila Olímpica del Poblenou,52,Privat,1387
2019,10,Sant Martí,67,la Vila Olímpica del Poblenou,53,Privat,1135
2019,10,Sant Martí,67,la Vila Olímpica del Poblenou,54,Privat,575
2019,10,Sant Martí,67,la Vila Olímpica del Poblenou,55,Privat,1611
2019,10,Sant Martí,68,el Poblenou,56,Privat,1051
2019,10,Sant Martí,68,el Poblenou,57,Privat,708
2019,10,Sant Martí,68,el Poblenou,58,Privat,510
2019,10,Sant Martí,68,el Poblenou,59,Privat,765
2019,10,Sant Martí,68,el Poblenou,60,Privat,678
2019,10,Sant Martí,68,el Poblenou,61,Privat,859
2019,10,Sant Martí,68,el Poblenou,62,Privat,701
2019,10,Sant Martí,68,el Poblenou,63,Privat,588
2019,10,Sant Martí,68,el Poblenou,64,Privat,751
2019,10,Sant Martí,68,el Poblenou,65,Privat,702
2019,10,Sant Martí,68,el Poblenou,66,Privat,918
2019,10,Sant Martí,68,el Poblenou,67,Privat,769
2019,10,Sant Martí,68,el Poblenou,68,Privat,689
2019,10,Sant Martí,68,el Poblenou,69,Privat,833
2019,10,Sant Martí,68,el Poblenou,70,Privat,684
2019,10,Sant Martí,68,el Poblenou,71,Privat,901
2019,10,Sant Martí,68,el Poblenou,72,Privat,898
2019,10,Sant Martí,68,el Poblenou,73,Privat,699
2019,10,Sant Martí,68,el Poblenou,74,Privat,693
2019,10,Sant Martí,68,el Poblenou,75,Privat,667
2019,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,76,Privat,843
2019,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,77,Privat,855
2019,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,78,Privat,1109
2019,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,79,Privat,848
2019,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,80,Privat,1087
2019,10,Sant Martí,70,el Besòs i el Maresme,81,Privat,681
2019,10,Sant Martí,70,el Besòs i el Maresme,82,Privat,573
2019,10,Sant Martí,70,el Besòs i el Maresme,83,Privat,580
2019,10,Sant Martí,70,el Besòs i el Maresme,84,Privat,559
2019,10,Sant Martí,70,el Besòs i el Maresme,85,Privat,576
2019,10,Sant Martí,70,el Besòs i el Maresme,86,Privat,608
2019,10,Sant Martí,70,el Besòs i el Maresme,87,Privat,591
2019,10,Sant Martí,70,el Besòs i el Maresme,88,Privat,684
2019,10,Sant Martí,70,el Besòs i el Maresme,89,Privat,721
2019,10,Sant Martí,70,el Besòs i el Maresme,90,Privat,516
2019,10,Sant Martí,70,el Besòs i el Maresme,91,Privat,794
2019,10,Sant Martí,70,el Besòs i el Maresme,92,Privat,758
2019,10,Sant Martí,70,el Besòs i el Maresme,93,Privat,586
2019,10,Sant Martí,71,Provençals del Poblenou,94,Privat,1426
2019,10,Sant Martí,71,Provençals del Poblenou,95,Privat,655
2019,10,Sant Martí,71,Provençals del Poblenou,96,Privat,703
2019,10,Sant Martí,71,Provençals del Poblenou,97,Privat,679
2019,10,Sant Martí,71,Provençals del Poblenou,98,Privat,1013
2019,10,Sant Martí,71,Provençals del Poblenou,99,Privat,407
2019,10,Sant Martí,71,Provençals del Poblenou,100,Privat,786
2019,10,Sant Martí,71,Provençals del Poblenou,101,Privat,1114
2019,10,Sant Martí,71,Provençals del Poblenou,102,Privat,1130
2019,10,Sant Martí,71,Provençals del Poblenou,103,Privat,1099
2019,10,Sant Martí,71,Provençals del Poblenou,104,Privat,936
2019,10,Sant Martí,72,Sant Martí de Provençals,105,Privat,1079
2019,10,Sant Martí,72,Sant Martí de Provençals,106,Privat,499
2019,10,Sant Martí,72,Sant Martí de Provençals,107,Privat,749
2019,10,Sant Martí,72,Sant Martí de Provençals,108,Privat,626
2019,10,Sant Martí,72,Sant Martí de Provençals,109,Privat,579
2019,10,Sant Martí,72,Sant Martí de Provençals,110,Privat,605
2019,10,Sant Martí,72,Sant Martí de Provençals,111,Privat,626
2019,10,Sant Martí,72,Sant Martí de Provençals,112,Privat,851
2019,10,Sant Martí,72,Sant Martí de Provençals,113,Privat,464
2019,10,Sant Martí,72,Sant Martí de Provençals,114,Privat,542
2019,10,Sant Martí,72,Sant Martí de Provençals,115,Privat,516
2019,10,Sant Martí,72,Sant Martí de Provençals,116,Privat,713
2019,10,Sant Martí,72,Sant Martí de Provençals,117,Privat,549
2019,10,Sant Martí,72,Sant Martí de Provençals,118,Privat,664
2019,10,Sant Martí,72,Sant Martí de Provençals,119,Privat,413
2019,10,Sant Martí,72,Sant Martí de Provençals,120,Privat,571
2019,10,Sant Martí,72,Sant Martí de Provençals,121,Privat,591
2019,10,Sant Martí,72,Sant Martí de Provençals,122,Privat,804
2019,10,Sant Martí,73,la Verneda i la Pau,123,Privat,608
2019,10,Sant Martí,73,la Verneda i la Pau,124,Privat,582
2019,10,Sant Martí,73,la Verneda i la Pau,125,Privat,515
2019,10,Sant Martí,73,la Verneda i la Pau,126,Privat,523
2019,10,Sant Martí,73,la Verneda i la Pau,127,Privat,422
2019,10,Sant Martí,73,la Verneda i la Pau,128,Privat,799
2019,10,Sant Martí,73,la Verneda i la Pau,129,Privat,658
2019,10,Sant Martí,73,la Verneda i la Pau,130,Privat,498
2019,10,Sant Martí,73,la Verneda i la Pau,131,Privat,604
2019,10,Sant Martí,73,la Verneda i la Pau,132,Privat,520
2019,10,Sant Martí,73,la Verneda i la Pau,133,Privat,749
2019,10,Sant Martí,73,la Verneda i la Pau,134,Privat,557
2019,10,Sant Martí,73,la Verneda i la Pau,135,Privat,669
2019,10,Sant Martí,73,la Verneda i la Pau,136,Privat,576
2019,10,Sant Martí,73,la Verneda i la Pau,137,Privat,1065
2019,10,Sant Martí,73,la Verneda i la Pau,138,Privat,641
2019,10,Sant Martí,73,la Verneda i la Pau,139,Privat,610
2019,10,Sant Martí,73,la Verneda i la Pau,140,Privat,572
2019,10,Sant Martí,73,la Verneda i la Pau,141,Privat,408
2019,10,Sant Martí,73,la Verneda i la Pau,142,Privat,539
2019,10,Sant Martí,73,la Verneda i la Pau,143,Privat,707
2019,10,Sant Martí,65,el Clot,234,Privat,833
2019,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,235,Privat,557
2019,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,236,Privat,676
2019,10,Sant Martí,71,Provençals del Poblenou,237,Privat,414
2019,No consta,No consta,No consta,No consta,No consta,Privat,293
2019,1,Ciutat Vella,1,el Raval,1,No consta,10
2019,1,Ciutat Vella,1,el Raval,2,No consta,5
2019,1,Ciutat Vella,1,el Raval,3,No consta,6
2019,1,Ciutat Vella,1,el Raval,4,No consta,12
2019,1,Ciutat Vella,1,el Raval,5,No consta,7
2019,1,Ciutat Vella,1,el Raval,6,No consta,3
2019,1,Ciutat Vella,1,el Raval,7,No consta,9
2019,1,Ciutat Vella,1,el Raval,8,No consta,4
2019,1,Ciutat Vella,1,el Raval,9,No consta,4
2019,1,Ciutat Vella,1,el Raval,10,No consta,1
2019,1,Ciutat Vella,1,el Raval,11,No consta,9
2019,1,Ciutat Vella,1,el Raval,12,No consta,2
2019,1,Ciutat Vella,1,el Raval,13,No consta,1
2019,1,Ciutat Vella,1,el Raval,14,No consta,5
2019,1,Ciutat Vella,1,el Raval,15,No consta,9
2019,1,Ciutat Vella,1,el Raval,16,No consta,4
2019,1,Ciutat Vella,1,el Raval,17,No consta,9
2019,1,Ciutat Vella,1,el Raval,18,No consta,2
2019,1,Ciutat Vella,1,el Raval,19,No consta,7
2019,1,Ciutat Vella,1,el Raval,20,No consta,5
2019,1,Ciutat Vella,1,el Raval,21,No consta,5
2019,1,Ciutat Vella,2,el Gòtic,22,No consta,2
2019,1,Ciutat Vella,2,el Gòtic,23,No consta,17
2019,1,Ciutat Vella,2,el Gòtic,25,No consta,220
2019,1,Ciutat Vella,2,el Gòtic,26,No consta,6
2019,1,Ciutat Vella,2,el Gòtic,27,No consta,90
2019,1,Ciutat Vella,2,el Gòtic,28,No consta,5
2019,1,Ciutat Vella,2,el Gòtic,29,No consta,4
2019,1,Ciutat Vella,2,el Gòtic,30,No consta,12
2019,1,Ciutat Vella,2,el Gòtic,31,No consta,18
2019,1,Ciutat Vella,3,la Barceloneta,32,No consta,2
2019,1,Ciutat Vella,3,la Barceloneta,33,No consta,1
2019,1,Ciutat Vella,3,la Barceloneta,34,No consta,0
2019,1,Ciutat Vella,3,la Barceloneta,35,No consta,3
2019,1,Ciutat Vella,3,la Barceloneta,36,No consta,8
2019,1,Ciutat Vella,3,la Barceloneta,37,No consta,4
2019,1,Ciutat Vella,3,la Barceloneta,38,No consta,4
2019,1,Ciutat Vella,3,la Barceloneta,39,No consta,2
2019,1,Ciutat Vella,3,la Barceloneta,40,No consta,2
2019,1,Ciutat Vella,3,la Barceloneta,41,No consta,4
2019,1,Ciutat Vella,3,la Barceloneta,42,No consta,3
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",43,No consta,7
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",44,No consta,6
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,No consta,5
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",46,No consta,7
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,No consta,12
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,No consta,4
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,No consta,6
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50,No consta,2
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",51,No consta,3
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,No consta,15
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",53,No consta,5
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",54,No consta,4
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55,No consta,5
2019,2,Eixample,5,el Fort Pienc,1,No consta,4
2019,2,Eixample,5,el Fort Pienc,2,No consta,5
2019,2,Eixample,5,el Fort Pienc,3,No consta,1
2019,2,Eixample,5,el Fort Pienc,4,No consta,7
2019,2,Eixample,5,el Fort Pienc,5,No consta,14
2019,2,Eixample,5,el Fort Pienc,6,No consta,2
2019,2,Eixample,5,el Fort Pienc,7,No consta,3
2019,2,Eixample,5,el Fort Pienc,8,No consta,6
2019,2,Eixample,5,el Fort Pienc,9,No consta,3
2019,2,Eixample,5,el Fort Pienc,10,No consta,4
2019,2,Eixample,5,el Fort Pienc,11,No consta,4
2019,2,Eixample,5,el Fort Pienc,12,No consta,5
2019,2,Eixample,5,el Fort Pienc,13,No consta,2
2019,2,Eixample,5,el Fort Pienc,14,No consta,1
2019,2,Eixample,5,el Fort Pienc,15,No consta,6
2019,2,Eixample,5,el Fort Pienc,16,No consta,7
2019,2,Eixample,5,el Fort Pienc,17,No consta,5
2019,2,Eixample,5,el Fort Pienc,18,No consta,6
2019,2,Eixample,5,el Fort Pienc,19,No consta,8
2019,2,Eixample,5,el Fort Pienc,20,No consta,4
2019,2,Eixample,6,la Sagrada Família,21,No consta,3
2019,2,Eixample,6,la Sagrada Família,22,No consta,3
2019,2,Eixample,6,la Sagrada Família,23,No consta,0
2019,2,Eixample,6,la Sagrada Família,24,No consta,2
2019,2,Eixample,6,la Sagrada Família,25,No consta,1
2019,2,Eixample,6,la Sagrada Família,26,No consta,7
2019,2,Eixample,6,la Sagrada Família,27,No consta,4
2019,2,Eixample,6,la Sagrada Família,28,No consta,2
2019,2,Eixample,6,la Sagrada Família,29,No consta,3
2019,2,Eixample,6,la Sagrada Família,30,No consta,3
2019,2,Eixample,6,la Sagrada Família,31,No consta,4
2019,2,Eixample,6,la Sagrada Família,32,No consta,1
2019,2,Eixample,6,la Sagrada Família,33,No consta,1
2019,2,Eixample,6,la Sagrada Família,34,No consta,1
2019,2,Eixample,6,la Sagrada Família,35,No consta,1
2019,2,Eixample,6,la Sagrada Família,36,No consta,4
2019,2,Eixample,6,la Sagrada Família,37,No consta,1
2019,2,Eixample,6,la Sagrada Família,38,No consta,5
2019,2,Eixample,6,la Sagrada Família,39,No consta,6
2019,2,Eixample,6,la Sagrada Família,40,No consta,4
2019,2,Eixample,6,la Sagrada Família,41,No consta,6
2019,2,Eixample,6,la Sagrada Família,42,No consta,7
2019,2,Eixample,6,la Sagrada Família,43,No consta,5
2019,2,Eixample,6,la Sagrada Família,44,No consta,2
2019,2,Eixample,6,la Sagrada Família,45,No consta,2
2019,2,Eixample,6,la Sagrada Família,46,No consta,5
2019,2,Eixample,6,la Sagrada Família,47,No consta,1
2019,2,Eixample,6,la Sagrada Família,48,No consta,3
2019,2,Eixample,6,la Sagrada Família,49,No consta,3
2019,2,Eixample,6,la Sagrada Família,50,No consta,3
2019,2,Eixample,6,la Sagrada Família,51,No consta,4
2019,2,Eixample,6,la Sagrada Família,52,No consta,6
2019,2,Eixample,6,la Sagrada Família,53,No consta,7
2019,2,Eixample,6,la Sagrada Família,54,No consta,3
2019,2,Eixample,7,la Dreta de l'Eixample,55,No consta,3
2019,2,Eixample,7,la Dreta de l'Eixample,56,No consta,3
2019,2,Eixample,7,la Dreta de l'Eixample,57,No consta,3
2019,2,Eixample,7,la Dreta de l'Eixample,58,No consta,5
2019,2,Eixample,7,la Dreta de l'Eixample,59,No consta,8
2019,2,Eixample,7,la Dreta de l'Eixample,60,No consta,4
2019,2,Eixample,7,la Dreta de l'Eixample,61,No consta,3
2019,2,Eixample,7,la Dreta de l'Eixample,62,No consta,4
2019,2,Eixample,7,la Dreta de l'Eixample,63,No consta,6
2019,2,Eixample,7,la Dreta de l'Eixample,64,No consta,11
2019,2,Eixample,7,la Dreta de l'Eixample,65,No consta,4
2019,2,Eixample,7,la Dreta de l'Eixample,66,No consta,9
2019,2,Eixample,7,la Dreta de l'Eixample,67,No consta,5
2019,2,Eixample,7,la Dreta de l'Eixample,68,No consta,5
2019,2,Eixample,7,la Dreta de l'Eixample,69,No consta,4
2019,2,Eixample,7,la Dreta de l'Eixample,70,No consta,5
2019,2,Eixample,7,la Dreta de l'Eixample,71,No consta,10
2019,2,Eixample,7,la Dreta de l'Eixample,72,No consta,12
2019,2,Eixample,7,la Dreta de l'Eixample,73,No consta,5
2019,2,Eixample,7,la Dreta de l'Eixample,74,No consta,10
2019,2,Eixample,7,la Dreta de l'Eixample,75,No consta,6
2019,2,Eixample,7,la Dreta de l'Eixample,76,No consta,6
2019,2,Eixample,7,la Dreta de l'Eixample,77,No consta,33
2019,2,Eixample,7,la Dreta de l'Eixample,78,No consta,26
2019,2,Eixample,7,la Dreta de l'Eixample,79,No consta,20
2019,2,Eixample,7,la Dreta de l'Eixample,80,No consta,19
2019,2,Eixample,7,la Dreta de l'Eixample,81,No consta,26
2019,2,Eixample,7,la Dreta de l'Eixample,82,No consta,5
2019,2,Eixample,7,la Dreta de l'Eixample,83,No consta,8
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,84,No consta,7
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,85,No consta,8
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,86,No consta,11
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,87,No consta,1
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,88,No consta,13
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,89,No consta,13
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,90,No consta,3
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,91,No consta,9
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,92,No consta,7
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,93,No consta,3
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,94,No consta,6
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,95,No consta,2
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,96,No consta,6
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,97,No consta,2
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,98,No consta,4
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,99,No consta,5
